parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	comorbidity_cat
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0266965	.00530039	5.1033541	3.337e-07	1.0163604	1.0371379	"model2"	"tested"	"1"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0681213	.00558206	12.610142	1.857e-36	1.0572365	1.0791182	"model2"	"tested"	"1"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1283761	.00595648	22.880085	7.34e-116	1.1167618	1.1401112	"model2"	"tested"	"1"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.1592377	.00644046	26.59624	7.50e-156	1.1466831	1.1719298	"model2"	"tested"	"1"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0016581	.0002862	5.7984614	6.693e-09	1.0010973	1.0022192	"model2"	"tested"	"1"	""
"hba1c_pct"	"HbA1c %"	1.0492988	.00164237	30.744814	1.43e-207	1.0460847	1.0525227	"model2"	"tested"	"1"	""
"bp_map"	"Mean Arterial Pressure"	1.0000521	.00001246	4.180945	.00002903	1.0000277	1.0000765	"model2"	"tested"	"1"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"tested"	"1"	""
"2.hh_total_cat"	"Number of people in household"	1.0275018	.00416465	6.6936108	2.177e-11	1.0193716	1.0356969	"model2"	"tested"	"1"	""
"3.hh_total_cat"	"Number of people in household"	1.1587602	.01057826	16.141035	1.313e-58	1.1382116	1.1796798	"model2"	"tested"	"1"	""
"4.hh_total_cat"	"Number of people in household"	2.1323717	.02899527	55.68861	0	2.0762926	2.1899654	"model2"	"tested"	"1"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"tested"	"1"	""
"1.carehome"	"Care home y/n"	5.1489135	.07033354	119.97073	0	5.0128913	5.2886266	"model2"	"tested"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"tested"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2591152	.01149244	25.243707	1.33e-140	1.2367907	1.2818427	"crude"	"tested"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.696016	.02310961	38.77065	0	1.6513214	1.7419202	"crude"	"tested"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	2.6983257	.04977319	53.812961	0	2.6025144	2.7976642	"crude"	"tested"	"2"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"tested"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.3315773	.01361841	28.000053	1.62e-172	1.3051515	1.3585382	"model0"	"tested"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.9371612	.03043705	42.083474	0	1.8784148	1.9977447	"model0"	"tested"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.2330093	.06746484	56.231608	0	3.1034482	3.3679793	"model0"	"tested"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	"2"	""
"1.male"	"Male"	.74102991	.00528847	-41.996477	0	.73073685	.75146796	"model0"	"tested"	"2"	""
"age1"	"Age spline 1"	1.0097146	.00092164	10.591627	3.259e-26	1.0079098	1.0115226	"model0"	"tested"	"2"	""
"age2"	"Age spline 2"	.96301026	.00327228	-11.092271	1.368e-28	.95661802	.96944522	"model0"	"tested"	"2"	""
"age3"	"Age spline 3"	1.0881528	.01068416	8.6042193	7.684e-18	1.0674124	1.1092962	"model0"	"tested"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"tested"	"2"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.1617142	.01523466	11.430323	2.950e-30	1.1322353	1.1919607	"model2"	"tested"	"2"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.6217415	.03037808	25.811802	6.54e-147	1.5632812	1.6823879	"model2"	"tested"	"2"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	2.6258406	.06389585	39.673771	0	2.5035465	2.7541085	"model2"	"tested"	"2"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	"2"	""
"1.male"	"Male"	.89328102	.00897189	-11.236248	2.706e-29	.87586839	.91103983	"model2"	"tested"	"2"	""
"age1"	"Age spline 1"	.99279877	.00169761	-4.2266743	.00002372	.98947709	.9961316	"model2"	"tested"	"2"	""
"age2"	"Age spline 2"	.98633067	.00532477	-2.5494934	.01078796	.97594932	.99682244	"model2"	"tested"	"2"	""
"age3"	"Age spline 3"	1.0506404	.01535527	3.3800463	.00072474	1.0209716	1.0811714	"model2"	"tested"	"2"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	"2"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.98395076	.0206842	-.76965774	.44150294	.94423429	1.0253378	"model2"	"tested"	"2"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.9903532	.01932687	-.49672393	.61938374	.95318851	1.0289669	"model2"	"tested"	"2"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	.91947946	.01712095	-4.5083982	6.532e-06	.88652795	.95365575	"model2"	"tested"	"2"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.87338584	.01705068	-6.9344496	4.078e-12	.8405984	.90745215	"model2"	"tested"	"2"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0015892	.00096967	1.6402163	.10096019	.99969049	1.0034915	"model2"	"tested"	"2"	""
"hba1c_pct"	"HbA1c %"	1.007631	.00441112	1.7365301	.08247015	.99902235	1.0163138	"model2"	"tested"	"2"	""
"bp_map"	"Mean Arterial Pressure"	1.0004575	.00017813	2.5687135	.01020768	1.0001084	1.0008066	"model2"	"tested"	"2"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"tested"	"2"	""
"2.hh_total_cat"	"Number of people in household"	1.0372087	.0129131	2.9344255	.00334166	1.0122058	1.0628292	"model2"	"tested"	"2"	""
"3.hh_total_cat"	"Number of people in household"	.89320782	.01345001	-7.5000185	6.381e-14	.86723149	.91996222	"model2"	"tested"	"2"	""
"4.hh_total_cat"	"Number of people in household"	.79733972	.02589199	-6.9742431	3.075e-12	.74817355	.84973684	"model2"	"tested"	"2"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"tested"	"2"	""
"1.carehome"	"Care home y/n"	11.005089	.74612078	35.375159	4.12e-274	9.6357155	12.56907	"model2"	"tested"	"2"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"tested"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.5313815	.02339875	27.89163	3.37e-171	1.4862007	1.5779358	"crude"	"tested"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2787662	.05286637	35.502149	4.55e-276	2.1774704	2.3847742	"crude"	"tested"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.2598913	.13040519	47.341829	0	4.0118183	4.523304	"crude"	"tested"	"3"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"tested"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4431356	.02433531	21.753099	6.46e-105	1.3962189	1.4916289	"model0"	"tested"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2357439	.05772242	31.163307	3.35e-213	2.1254248	2.3517891	"model0"	"tested"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.3795235	.14993074	43.141874	0	4.0953065	4.6834653	"model0"	"tested"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	"3"	""
"1.male"	"Male"	.61692433	.0082082	-36.302726	1.47e-288	.60104451	.6332237	"model0"	"tested"	"3"	""
"age1"	"Age spline 1"	1.0346089	.00183777	19.154127	8.941e-82	1.0310131	1.0382171	"model0"	"tested"	"3"	""
"age2"	"Age spline 2"	.90589351	.00570171	-15.702782	1.448e-55	.89478702	.91713786	"model0"	"tested"	"3"	""
"age3"	"Age spline 3"	1.2688749	.0224832	13.439279	3.559e-41	1.2255651	1.3137153	"model0"	"tested"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"tested"	"3"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2127214	.02860171	8.177617	2.895e-16	1.157939	1.2700955	"model2"	"tested"	"3"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7526142	.05777637	17.020914	5.747e-65	1.6429553	1.8695922	"model2"	"tested"	"3"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.1848663	.13470901	27.38779	3.83e-165	2.931489	3.4601437	"model2"	"tested"	"3"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	"3"	""
"1.male"	"Male"	.77145723	.01519619	-13.172588	1.262e-39	.74224086	.80182362	"model2"	"tested"	"3"	""
"age1"	"Age spline 1"	1.0162556	.00371256	4.4139355	.00001015	1.0090051	1.0235582	"model2"	"tested"	"3"	""
"age2"	"Age spline 2"	.92993758	.01020521	-6.6190326	3.616e-11	.91014931	.95015609	"model2"	"tested"	"3"	""
"age3"	"Age spline 3"	1.2169751	.03512329	6.8039038	1.018e-11	1.1500456	1.2877998	"model2"	"tested"	"3"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	"3"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	.96270686	.04509875	-.81130735	.41718919	.87825144	1.0552838	"model2"	"tested"	"3"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	.99182885	.04327338	-.18805262	.8508354	.91053976	1.0803751	"model2"	"tested"	"3"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0264701	.04265135	.62875777	.52950765	.94618839	1.1135635	"model2"	"tested"	"3"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	.97507432	.04025676	-.61138613	.54094399	.89928045	1.0572563	"model2"	"tested"	"3"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0106503	.00165386	6.4738104	9.556e-11	1.0074139	1.013897	"model2"	"tested"	"3"	""
"hba1c_pct"	"HbA1c %"	1.0267992	.00764995	3.5497148	.00038565	1.0119145	1.0419028	"model2"	"tested"	"3"	""
"bp_map"	"Mean Arterial Pressure"	1.0008523	.00041096	2.0748218	.03800305	1.0000472	1.0016581	"model2"	"tested"	"3"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"tested"	"3"	""
"2.hh_total_cat"	"Number of people in household"	1.0177026	.02121119	.84193125	.39982643	.9769671	1.0601366	"model2"	"tested"	"3"	""
"3.hh_total_cat"	"Number of people in household"	.85718111	.02659321	-4.9673135	6.789e-07	.80661241	.91092011	"model2"	"tested"	"3"	""
"4.hh_total_cat"	"Number of people in household"	1.3046615	.09027019	3.8436438	.00012122	1.1392074	1.4941456	"model2"	"tested"	"3"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"tested"	"3"	""
"1.carehome"	"Care home y/n"	8.028402	.73329527	22.805336	4.06e-115	6.7124703	9.6023128	"model2"	"tested"	"3"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"tested"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4989938	.0362026	16.760777	4.724e-63	1.4296911	1.5716557	"crude"	"tested"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.0466878	.08165848	17.951404	4.679e-72	1.8927378	2.2131595	"crude"	"tested"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.7055854	.20759384	23.38089	6.69e-121	3.3202511	4.1356401	"crude"	"tested"	"4"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"tested"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4814027	.03914871	14.870878	5.094e-50	1.406626	1.5601547	"model0"	"tested"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.1831736	.09707434	17.559507	5.031e-69	2.0009664	2.3819726	"model0"	"tested"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.1753358	.25749039	23.17511	8.12e-119	3.6999711	4.7117744	"model0"	"tested"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	"4"	""
"1.male"	"Male"	.61114734	.01184913	-25.397599	2.68e-142	.58835919	.63481811	"model0"	"tested"	"4"	""
"age1"	"Age spline 1"	1.0236509	.00235051	10.180101	2.433e-24	1.0190543	1.0282682	"model0"	"tested"	"4"	""
"age2"	"Age spline 2"	.92897315	.00831882	-8.2274288	1.913e-16	.91281081	.94542166	"model0"	"tested"	"4"	""
"age3"	"Age spline 3"	1.1862435	.03129695	6.4734886	9.577e-11	1.1264616	1.2491981	"model0"	"tested"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"tested"	"4"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.19587	.04510331	4.7426685	2.109e-06	1.1106575	1.2876203	"model2"	"tested"	"4"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.6457121	.09322388	8.7944161	1.438e-18	1.4727744	1.8389566	"model2"	"tested"	"4"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.1399127	.23546529	15.257758	1.462e-52	2.7107227	3.6370565	"model2"	"tested"	"4"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	"4"	""
"1.male"	"Male"	.76139677	.02353538	-8.8189482	1.155e-18	.71663781	.80895124	"model2"	"tested"	"4"	""
"age1"	"Age spline 1"	1.0059962	.00458675	1.3112045	.18978868	.99704641	1.0150264	"model2"	"tested"	"4"	""
"age2"	"Age spline 2"	.9475212	.01452188	-3.5172474	.00043605	.91948207	.97641536	"model2"	"tested"	"4"	""
"age3"	"Age spline 3"	1.1535792	.04885552	3.3734421	.00074235	1.0616906	1.2534207	"model2"	"tested"	"4"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	"4"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.1742861	.06507002	2.8993584	.00373927	1.0534327	1.3090043	"model2"	"tested"	"4"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1566342	.06260923	2.6882091	.00718364	1.0402076	1.2860919	"model2"	"tested"	"4"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.1246911	.0595379	2.2197737	.02643413	1.0138486	1.2476518	"model2"	"tested"	"4"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0159305	.05449437	.29464928	.76826181	.91454624	1.128554	"model2"	"tested"	"4"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0079228	.0024692	3.2213348	.00127595	1.0030949	1.012774	"model2"	"tested"	"4"	""
"hba1c_pct"	"HbA1c %"	1.0260424	.01362688	1.9357772	.05289499	.99967883	1.0531013	"model2"	"tested"	"4"	""
"bp_map"	"Mean Arterial Pressure"	1.0008602	.00056056	1.5352574	.12472061	.99976216	1.0019595	"model2"	"tested"	"4"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"tested"	"4"	""
"2.hh_total_cat"	"Number of people in household"	1.0329777	.03263013	1.0271359	.30435646	.97096335	1.0989528	"model2"	"tested"	"4"	""
"3.hh_total_cat"	"Number of people in household"	.87468621	.04716708	-2.482914	.01303125	.78695808	.97219405	"model2"	"tested"	"4"	""
"4.hh_total_cat"	"Number of people in household"	1.1251533	.13337256	.99478686	.31983994	.89189272	1.4194195	"model2"	"tested"	"4"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"tested"	"4"	""
"1.carehome"	"Care home y/n"	8.8330455	1.2763096	15.076897	2.298e-51	6.6545417	11.724728	"model2"	"tested"	"4"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"tested"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7928883	.03878865	26.98568	2.18e-160	1.7184532	1.8705475	"crude"	"tested"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.7960597	.09373534	30.670823	1.39e-206	2.6182475	2.9859477	"crude"	"tested"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.8748183	.22114155	34.919336	3.78e-267	4.4600988	5.3281003	"crude"	"tested"	"5"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"tested"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.6505704	.03934844	21.02079	4.233e-98	1.5752228	1.729522	"model0"	"tested"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.6770862	.10174425	25.910105	5.12e-148	2.4849172	2.8841163	"model0"	"tested"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	4.7315929	.24051247	30.576937	2.48e-205	4.2829183	5.2272703	"model0"	"tested"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"tested"	"5"	""
"1.male"	"Male"	.66997488	.01108877	-24.198803	2.29e-129	.64859002	.69206483	"model0"	"tested"	"5"	""
"age1"	"Age spline 1"	1.0589268	.00235961	25.694906	1.33e-145	1.0543122	1.0635617	"model0"	"tested"	"5"	""
"age2"	"Age spline 2"	.84357877	.00680255	-21.094216	8.988e-99	.83035083	.85701744	"model0"	"tested"	"5"	""
"age3"	"Age spline 3"	1.5372539	.03534333	18.702699	4.706e-78	1.4695198	1.60811	"model0"	"tested"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"tested"	"5"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2175707	.03971925	6.0345559	1.594e-09	1.1421589	1.2979616	"model2"	"tested"	"5"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.8901382	.08854599	13.590187	4.579e-42	1.7243202	2.071902	"model2"	"tested"	"5"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.1255455	.19207262	18.544545	9.026e-77	2.7708777	3.5256103	"model2"	"tested"	"5"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"tested"	"5"	""
"1.male"	"Male"	.83340763	.02117165	-7.1734561	7.313e-13	.79292808	.8759537	"model2"	"tested"	"5"	""
"age1"	"Age spline 1"	1.0162192	.0045564	3.5883556	.00033277	1.0073279	1.0251889	"model2"	"tested"	"5"	""
"age2"	"Age spline 2"	.91433087	.01271308	-6.4413996	1.184e-10	.88975016	.93959067	"model2"	"tested"	"5"	""
"age3"	"Age spline 3"	1.2891113	.04795774	6.8262975	8.713e-12	1.1984609	1.3866184	"model2"	"tested"	"5"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"tested"	"5"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0382079	.04835412	.80507607	.42077578	.94763256	1.1374406	"model2"	"tested"	"5"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.0868335	.04917442	1.840366	.06571453	.99460333	1.1876163	"model2"	"tested"	"5"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.0898271	.0474183	1.9769994	.0480417	1.0007415	1.1868432	"model2"	"tested"	"5"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.0527508	.04743797	1.1408218	.2539441	.96376158	1.1499568	"model2"	"tested"	"5"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0086519	.00233646	3.7189479	.00020005	1.0040829	1.0132417	"model2"	"tested"	"5"	""
"hba1c_pct"	"HbA1c %"	1.0300165	.01278516	2.3826514	.01718846	1.0052604	1.0553823	"model2"	"tested"	"5"	""
"bp_map"	"Mean Arterial Pressure"	1.0011318	.00048965	2.3126816	.02074015	1.0001725	1.0020919	"model2"	"tested"	"5"	""
"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"tested"	"5"	""
"2.hh_total_cat"	"Number of people in household"	1.0329897	.02826384	1.1862486	.23552415	.97905272	1.0898981	"model2"	"tested"	"5"	""
"3.hh_total_cat"	"Number of people in household"	.86341339	.03653117	-3.4710723	.00051838	.79470197	.93806573	"model2"	"tested"	"5"	""
"4.hh_total_cat"	"Number of people in household"	.87043424	.08276359	-1.4593871	.1444586	.72243883	1.0487473	"model2"	"tested"	"5"	""
"0b.carehome"	"Care home y/n"	1	0			1	1	"model2"	"tested"	"5"	""
"1.carehome"	"Care home y/n"	14.50405	1.7068498	22.7261	2.47e-114	11.516463	18.266674	"model2"	"tested"	"5"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"crude"	"positivetest"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4160541	.01673731	29.43177	2.15e-190	1.3836266	1.4492416	"crude"	"positivetest"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	2.5772506	.0347307	70.253192	0	2.5100707	2.6462284	"crude"	"positivetest"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	5.1825906	.07428222	114.79116	0	5.0390261	5.3302454	"crude"	"positivetest"	"1"	"4"
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model0"	"positivetest"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.2165336	.01641172	14.529083	7.927e-48	1.1847887	1.249129	"model0"	"positivetest"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.7880211	.02965329	35.039489	5.64e-269	1.7308361	1.8470954	"model0"	"positivetest"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	3.0789453	.05567492	62.192138	0	2.9717355	3.1900228	"model0"	"positivetest"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model0"	"positivetest"	"1"	""
"1.male"	"Male"	.79819305	.00758136	-23.731422	1.71e-124	.7834713	.81319142	"model0"	"positivetest"	"1"	""
"age1"	"Age spline 1"	1.0452287	.00173796	26.60393	6.11e-156	1.0418279	1.0486406	"model0"	"positivetest"	"1"	""
"age2"	"Age spline 2"	.82085216	.00428274	-37.837061	0	.81250091	.82928924	"model0"	"positivetest"	"1"	""
"age3"	"Age spline 3"	1.8585635	.02522689	45.663375	0	1.8097716	1.9086708	"model0"	"positivetest"	"1"	""
"1b.comorbidity_cat"	"Catgeorised co-morbidity count"	1	0			1	1	"model2"	"positivetest"	"1"	"1"
"2.comorbidity_cat"	"Catgeorised co-morbidity count"	1.0446591	.02021296	2.2580435	.02394295	1.0057842	1.0850365	"model2"	"positivetest"	"1"	"2"
"3.comorbidity_cat"	"Catgeorised co-morbidity count"	1.4350296	.03193922	16.228066	3.194e-59	1.3737756	1.4990148	"model2"	"positivetest"	"1"	"3"
"4.comorbidity_cat"	"Catgeorised co-morbidity count"	2.2715066	.05398302	34.522754	3.66e-261	2.1681282	2.3798142	"model2"	"positivetest"	"1"	"4"
"0b.male"	"Male"	1	0			1	1	"model2"	"positivetest"	"1"	""
"1.male"	"Male"	1.0324995	.01389442	2.3766356	.01747134	1.0056229	1.0600944	"model2"	"positivetest"	"1"	""
"age1"	"Age spline 1"	1.0265629	.00339663	7.9233428	2.312e-15	1.0199272	1.0332418	"model2"	"positivetest"	"1"	""
"age2"	"Age spline 2"	.86333145	.00814723	-15.572438	1.121e-54	.84750994	.87944832	"model2"	"positivetest"	"1"	""
"age3"	"Age spline 3"	1.6166482	.03821031	20.323445	7.978e-92	1.5434656	1.6933008	"model2"	"positivetest"	"1"	""
"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"positivetest"	"1"	""
"2.imd"	"Index of Multiple Deprivation (IMD)"	1.0995883	.02411051	4.3296619	.00001493	1.0533336	1.1478742	"model2"	"positivetest"	"1"	""
"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2021292	.02632435	8.4068624	4.211e-17	1.151626	1.2548472	"model2"	"positivetest"	"1"	""
"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3468903	.02904526	13.809544	2.232e-43	1.2911489	1.4050381	"model2"	"positivetest"	"1"	""
"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4162171	.03116872	15.811634	2.587e-56	1.3564264	1.4786434	"model2"	"positivetest"	"1"	""
"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0231045	.00115106	20.302445	1.223e-91	1.020851	1.0253631	"model2"	"positivetest"	"1"	""
"hba1c_pct"	"HbA1c %"	1.1151208	.00604059	20.115031	5.451e-90	1.1033441	1.1270232	"model2"	"positivetest"	"1"	""
"bp_map"	"Mean Arterial Pressure"	.99927405	.00030882	-2.3498282	.01878208	.99866895	.99987952	"model2"	"positivetest"	"1"	""
