idstr	parm	label	estimate	stderr	z	p	min95	max95	model	outcome	eth5	idstr5	hh_total_cat
"model0_confirmed_eth5_3"	"age3"	"Age spline 3"	1.222567	.08876459	2.7677506	.00564446	1.0604034	1.4095298	"model0"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	"1"
"model1_confirmed_eth5_3"	"2.hh_total_cat"	"Number of people in household"	1.1178883	.06538057	1.9054449	.05672226	.99681649	1.2536652	"model1"	"confirmed"	"eth5"	""	"2"
"model1_confirmed_eth5_3"	"3.hh_total_cat"	"Number of people in household"	1.0802974	.08675095	.96181337	.33614336	.92297389	1.2644371	"model1"	"confirmed"	"eth5"	""	"3"
"model1_confirmed_eth5_3"	"4.hh_total_cat"	"Number of people in household"	1.7546424	.27668295	3.5657208	.00036286	1.2881483	2.3900742	"model1"	"confirmed"	"eth5"	""	"4"
"model1_confirmed_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"1.male"	"Male"	.75889185	.03937811	-5.3170462	1.055e-07	.68550705	.84013263	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"age1"	"Age spline 1"	1.0661238	.00898881	7.5942552	3.096e-14	1.0486508	1.0838879	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"age2"	"Age spline 2"	.91183633	.0246601	-3.4127076	.00064321	.86476205	.96147315	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"age3"	"Age spline 3"	1.2235099	.08926816	2.7648261	.00569532	1.0604818	1.4116004	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.2194643	.16169147	1.4964051	.13454813	.94038652	1.5813638	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.2673889	.15846407	1.8951865	.0580677	.99193346	1.6193371	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.3084714	.15636872	2.249779	.02446297	1.0352411	1.6538152	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.3018363	.15406177	2.2289298	.02581857	1.0323419	1.6416825	"model1"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	"1"
"model2_confirmed_eth5_3"	"2.hh_total_cat"	"Number of people in household"	1.0792299	.08242881	.99830202	.31813293	.92918328	1.2535064	"model2"	"confirmed"	"eth5"	""	"2"
"model2_confirmed_eth5_3"	"3.hh_total_cat"	"Number of people in household"	1.1017655	.1178341	.90615835	.36485205	.89341437	1.3587056	"model2"	"confirmed"	"eth5"	""	"3"
"model2_confirmed_eth5_3"	"4.hh_total_cat"	"Number of people in household"	2.4245918	.47372106	4.5329877	5.816e-06	1.6532151	3.5558866	"model2"	"confirmed"	"eth5"	""	"4"
"model2_confirmed_eth5_3"	"0b.male"	"Male"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.male"	"Male"	1.0650712	.07736569	.86787664	.38546187	.92373679	1.2280302	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"age1"	"Age spline 1"	1.0553765	.01768719	3.2160138	.00129985	1.0212734	1.0906184	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"age2"	"Age spline 2"	.87223589	.04036682	-2.9536783	.00314011	.79660054	.95505265	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"age3"	"Age spline 3"	1.3865628	.16281522	2.7833234	.00538051	1.1015099	1.7453829	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3205111	.25830476	1.421294	.1552313	.89999231	1.9375161	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.4521608	.26696635	2.0292161	.04243628	1.0128128	2.0820936	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5031158	.26637816	2.2996634	.0214673	1.0620496	2.1273557	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4723461	.25828641	2.2052557	.02743616	1.0439695	2.0765003	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0376663	.00601806	6.3753044	1.826e-10	1.0259379	1.0495288	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"hba1c_pct"	"HbA1c %"	1.0920823	.03057462	3.1463167	.00165341	1.0337716	1.1536821	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0086989	.00279371	3.1272617	.00176443	1.0032382	1.0141894	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	1.0409764	.08165434	.51197214	.60867051	.89263217	1.2139737	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.60789789	.08312436	-3.6400902	.00027254	.46498267	.79473895	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.hypertension"	"Diagnosed hypertension"	1.061148	.08642785	.72870733	.46618071	.90458159	1.2448133	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"bp_map"	"Mean Arterial Pressure"	1.0009943	.00162731	.61129342	.54100535	.99780988	1.0041888	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.599515	.24977094	3.0079278	.00263036	1.1777949	2.1722359	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3734701	.15415128	2.8274668	.00469179	1.1022616	1.7114087	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.dm_type"	"Diabetes Type"	.5644073	.22396708	-1.4414136	.14946787	.25931067	1.2284709	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"2.dm_type"	"Diabetes Type"	1.1952951	.12260441	1.7391906	.08200124	.9776092	1.4614536	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"3.dm_type"	"Diabetes Type"	1.1050201	.13851897	.79665043	.42565408	.86430781	1.4127715	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.cancer"	"Cancer"	1.2278526	.16757243	1.5040504	.13256839	.93967494	1.6044081	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.chronic_liver_disease"	"Chronic liver disease"	.93536937	.27299258	-.2289277	.81892511	.52790454	1.6573373	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.stroke"	"Stroke"	1.2071463	.19797077	1.1479289	.25099792	.87531371	1.6647772	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.dementia"	"Dementia"	2.4929874	.71613696	3.1799761	.00147287	1.4197224	4.3776064	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.other_neuro"	"Neurological disease"	2.0206875	.46835676	3.0349258	.00240595	1.2829417	3.1826685	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.egfr60"	"CKD defined by egfr<60"	1.2037138	.13779017	1.6197271	.10529091	.96180148	1.5064718	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.esrf"	"end stage renal failure"	4.9057973	1.1253094	6.9334411	4.107e-12	3.1293774	7.6906186	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_3"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	1.2688964	.20101215	1.5033152	.13275778	.93021458	1.730889	"model2"	"confirmed"	"eth5"	""	""
"crude_confirmed_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"confirmed"	"eth5"	""	"1"
"crude_confirmed_eth5_4"	"2.hh_total_cat"	"Number of people in household"	1.225915	.11436484	2.1833941	.0290068	1.0210624	1.4718664	"crude"	"confirmed"	"eth5"	""	"2"
"crude_confirmed_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.3364013	.17776942	2.1799597	.02926045	1.0296964	1.7344611	"crude"	"confirmed"	"eth5"	""	"3"
"crude_confirmed_eth5_4"	"4.hh_total_cat"	"Number of people in household"	1.5904126	.4003399	1.8432865	.0652872	.97105696	2.6048033	"crude"	"confirmed"	"eth5"	""	"4"
"model0_confirmed_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"confirmed"	"eth5"	""	"1"
"model0_confirmed_eth5_4"	"2.hh_total_cat"	"Number of people in household"	1.4064092	.13429722	3.5714921	.00035495	1.1663555	1.6958696	"model0"	"confirmed"	"eth5"	""	"2"
"model0_confirmed_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.6400893	.22115719	3.6690434	.00024346	1.2591793	2.1362272	"model0"	"confirmed"	"eth5"	""	"3"
"model0_confirmed_eth5_4"	"4.hh_total_cat"	"Number of people in household"	2.277142	.571988	3.2761321	.00105239	1.3918086	3.7256384	"model0"	"confirmed"	"eth5"	""	"4"
"model0_confirmed_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_4"	"1.male"	"Male"	.71765691	.06110374	-3.8965291	.00009758	.60735511	.84799062	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_4"	"age1"	"Age spline 1"	1.0490767	.01235612	4.0677603	.00004747	1.0251365	1.0735759	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_4"	"age2"	"Age spline 2"	.97468047	.03992027	-.62615437	.53121369	.89949625	1.0561489	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_4"	"age3"	"Age spline 3"	1.0165107	.11691502	.14237895	.88678069	.81135352	1.2735435	"model0"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	"1"
"model1_confirmed_eth5_4"	"2.hh_total_cat"	"Number of people in household"	1.4092993	.13577875	3.5610885	.00036932	1.1667944	1.702206	"model1"	"confirmed"	"eth5"	""	"2"
"model1_confirmed_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.6199135	.21952002	3.5595942	.00037143	1.2420601	2.1127157	"model1"	"confirmed"	"eth5"	""	"3"
"model1_confirmed_eth5_4"	"4.hh_total_cat"	"Number of people in household"	2.2854104	.57434949	3.2889313	.00100569	1.3965215	3.7400791	"model1"	"confirmed"	"eth5"	""	"4"
"model1_confirmed_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"1.male"	"Male"	.69481251	.05980219	-4.2304543	.00002332	.5869554	.8224891	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"age1"	"Age spline 1"	1.0477887	.01241578	3.9395671	.00008163	1.0237346	1.072408	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"age2"	"Age spline 2"	.98109894	.04048368	-.46244062	.64376538	.9048762	1.0637423	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"age3"	"Age spline 3"	.99606155	.11547629	-.03403886	.97284617	.79360414	1.2501681	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.3679019	.22632642	1.8934319	.05830046	.98905229	1.8918671	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.298184	.21457103	1.578882	.11436313	.93895535	1.7948475	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.5327493	.2403841	2.7230612	.00646801	1.1271339	2.0843313	"model1"	"confirmed"	"eth5"	""	""
"model1_confirmed_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.5660017	.24366225	2.8826457	.00394351	1.1543816	2.1243939	"model1"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	"1"
"model2_confirmed_eth5_4"	"2.hh_total_cat"	"Number of people in household"	1.1684759	.14651832	1.2417015	.21434671	.91387192	1.4940124	"model2"	"confirmed"	"eth5"	""	"2"
"model2_confirmed_eth5_4"	"3.hh_total_cat"	"Number of people in household"	1.3418845	.24531549	1.6086008	.10770367	.93778537	1.9201132	"model2"	"confirmed"	"eth5"	""	"3"
"model2_confirmed_eth5_4"	"4.hh_total_cat"	"Number of people in household"	3.04549	.97909485	3.4640627	.00053208	1.6218262	5.7188676	"model2"	"confirmed"	"eth5"	""	"4"
"model2_confirmed_eth5_4"	"0b.male"	"Male"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.male"	"Male"	.95907682	.11255916	-.35602761	.72181989	.7619995	1.2071246	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"age1"	"Age spline 1"	1.0176072	.02061377	.86162105	.38889609	.97799645	1.0588222	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"age2"	"Age spline 2"	.99154276	.06259089	-.13454628	.89297061	.87615222	1.1221304	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"age3"	"Age spline 3"	.98527934	.16701348	-.08748861	.93028314	.7067621	1.3735532	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1b.imd"	"Index of Multiple Deprivation (IMD)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"2.imd"	"Index of Multiple Deprivation (IMD)"	1.4881892	.32977105	1.7941073	.07279604	.96391464	2.2976175	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"3.imd"	"Index of Multiple Deprivation (IMD)"	1.1553818	.26366867	.63288811	.52680671	.73870928	1.8070804	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"4.imd"	"Index of Multiple Deprivation (IMD)"	1.6453223	.34635743	2.3653762	.01801176	1.0890911	2.4856372	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"5.imd"	"Index of Multiple Deprivation (IMD)"	1.4935109	.31610814	1.8952106	.05806451	.98638814	2.261356	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"bmi"	"Body Mass Index (BMI, kg/m2)"	1.0181192	.00959707	1.9050001	.05678006	.99948203	1.037104	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"hba1c_pct"	"HbA1c %"	1.1352931	.05418042	2.6588637	.00784047	1.0339166	1.2466097	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"gp_consult_count"	"Number of GP consultations in the 12 months prior to baseline"	1.0085253	.00345839	2.4755786	.01330205	1.0017697	1.0153264	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1b.smoke_nomiss"	"Smoking status (missing set to non)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"2.smoke_nomiss"	"Smoking status (missing set to non)"	.67794716	.0889372	-2.9628605	.00304795	.52423992	.87672139	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"3.smoke_nomiss"	"Smoking status (missing set to non)"	.56609568	.100967	-3.1901911	.00142179	.39909132	.80298493	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.hypertension"	"Diagnosed hypertension"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.hypertension"	"Diagnosed hypertension"	1.0230698	.14197844	.16434811	.86945711	.77943189	1.342865	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"bp_map"	"Mean Arterial Pressure"	1.0032587	.00253983	1.2851421	.19874263	.99829309	1.0082491	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1o.asthma"	"Asthma category"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.chronic_respiratory_disease"	"Chronic Respiratory Diseases"	1.1446961	.34757605	.44506305	.65627419	.63129297	2.0756275	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.chronic_cardiac_disease"	"Chronic Cardiac Diseases"	1.3483138	.26111054	1.5432161	.12277835	.92246468	1.970753	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.dm_type"	"Diabetes Type"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.dm_type"	"Diabetes Type"	1.2888718	.58666859	.55750985	.57717913	.52815316	3.145282	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"2.dm_type"	"Diabetes Type"	1.1749205	.21136722	.89606002	.37022071	.82580596	1.6716253	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"3.dm_type"	"Diabetes Type"	.80821779	.22440389	-.76687056	.44315848	.46901849	1.3927297	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.cancer"	"Cancer"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.cancer"	"Cancer"	1.0404671	.26576356	.15530763	.8765788	.63067902	1.716518	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.chronic_liver_disease"	"Chronic liver disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.chronic_liver_disease"	"Chronic liver disease"	1.4496533	.65666907	.81973042	.4123698	.59660081	3.5224467	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.stroke"	"Stroke"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.stroke"	"Stroke"	.85984651	.29465157	-.44064932	.65946689	.43927027	1.6831005	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.dementia"	"Dementia"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.dementia"	"Dementia"	4.3037786	2.3728588	2.6471598	.0081171	1.4606488	12.681016	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.other_neuro"	"Neurological disease"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.other_neuro"	"Neurological disease"	1.2286962	.62743449	.40331615	.68671566	.45162496	3.3428056	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.egfr60"	"CKD defined by egfr<60"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.egfr60"	"CKD defined by egfr<60"	1.1566178	.26442282	.63643527	.52449276	.73890824	1.8104614	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.esrf"	"end stage renal failure"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.esrf"	"end stage renal failure"	4.9670836	2.5711543	3.0964321	.00195865	1.8008879	13.699864	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"0b.immunosuppressed"	"Immunosuppressed (perm or temp)"	1	0			1	1	"model2"	"confirmed"	"eth5"	""	""
"model2_confirmed_eth5_4"	"1.immunosuppressed"	"Immunosuppressed (perm or temp)"	.94572278	.3629386	-.14541528	.884383	.44575839	2.0064492	"model2"	"confirmed"	"eth5"	""	""
"crude_confirmed_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"crude"	"confirmed"	"eth5"	""	"1"
"crude_confirmed_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.4048914	.10975354	4.351631	.00001351	1.2054378	1.6373469	"crude"	"confirmed"	"eth5"	""	"2"
"crude_confirmed_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.3140925	.14029468	2.5584688	.01051343	1.065983	1.61995	"crude"	"confirmed"	"eth5"	""	"3"
"crude_confirmed_eth5_5"	"4.hh_total_cat"	"Number of people in household"	1.1766337	.21149166	.90494506	.36549449	.82726329	1.6735504	"crude"	"confirmed"	"eth5"	""	"4"
"model0_confirmed_eth5_5"	"1b.hh_total_cat"	"Number of people in household"	1	0			1	1	"model0"	"confirmed"	"eth5"	""	"1"
"model0_confirmed_eth5_5"	"2.hh_total_cat"	"Number of people in household"	1.3881684	.11059831	4.1166872	.00003844	1.1874768	1.6227782	"model0"	"confirmed"	"eth5"	""	"2"
"model0_confirmed_eth5_5"	"3.hh_total_cat"	"Number of people in household"	1.4256285	.15395331	3.2837624	.00102431	1.1536798	1.7616817	"model0"	"confirmed"	"eth5"	""	"3"
"model0_confirmed_eth5_5"	"4.hh_total_cat"	"Number of people in household"	1.7747385	.31803407	3.2011798	.00136866	1.249104	2.5215648	"model0"	"confirmed"	"eth5"	""	"4"
"model0_confirmed_eth5_5"	"0b.male"	"Male"	1	0			1	1	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_5"	"1.male"	"Male"	.8827269	.06097647	-1.8057921	.07095081	.77095243	1.0107067	"model0"	"confirmed"	"eth5"	""	""
"model0_confirmed_eth5_5"	"age1"	"Age spline 1"	1.0924245	.01215266	7.9463895	1.920e-15	1.0688635	1.1165048	"model0"	"confirmed"	"eth5"	""	""
